recon name	has match in metaCyc	ids	number of reactions included
3-oxo-cis,cis-7,10-hexadecadienoyl-CoA	True	KNNRGBNFOIBVKN-YJTQDTQQSA-N	2	CPD-11521	C37H56N7O18P3S1
lithocholate	True	SMEROWZSTRWXGI-HVATVPOCSA-N 16325 HMDB00761 C03990 9903 LMST04010003	3	CPD-7235	C24H39O3
cis-deca-4-enoyl-CoA	True	QTOYQSMKQWCWOX-KIRVJFPLSA-N HMDB02145 6443609	3	CPD-14925  ;  CPD-12896  ;  T2-DECENOYL-COA	C31H48N7O17P3S1
3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA	True	SVVDPRGQCCIAMF-DAPQIYONSA-N	2	CPD-11520	C39H58N7O19P3S1
hyaluronan	False	16336	1
Lumisterol 3	True	UCTLRSWJYQTBFZ-XMVWLVNMSA-N HMDB06505 111049 LMST01010247	1	VITAMIN_D3  ;  DESMOSTEROL-CPD  ;  5-ALPHA-CHOLESTA-724-DIEN-3-BETA-OL  ;  CPD-4187  ;  CPD-10570  ;  CPD-8620  ;  CPD-323  ;  ZYMOSTEROL	C27H44O1
keratan sulfate II biosynthesis, precursor 10	False		0
O-phosphonato-L-homoserine(2-)	True	FXDNYOANAXWZHG-VKHMYHEASA-N 15961 HMDB03484 C01102 151187	1	O-PHOSPHO-L-HOMOSERINE	C4H8N1O6P1
limonene	True	XMGQYMWWDOXHJM-UHFFFAOYSA-N 15383 HMDB03375 C00521 439250 LMPR0102090002	0	CPD-4886	C10H16
GlcNAc-alpha-1,4-Core 2	False		1
20-OH-hepoxilin A3	True	LZVJZZFRMLGREZ-YTYFACEESA-N	1	5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O  ;  CPD66-51  ;  CPD66-54  ;  5Z13E-15S-1115-DIHYDROXY-9-OXOPROS  ;  CPD66-56  ;  5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA  ;  PROSTAGLANDIN-H2  ;  ALPHA11-ALPHA-EPOXY-15-HYDROXYTHROMBA  ;  13E-11-ALPHA-HYDROXY-915-DIOXOPROST-1  ;  CPD66-53  ;  ALPHA-HYDROXY-915-DIOXOPROSTANOATE  ;  20-OH-LTB4	C20H31O5
IMP	True	GRSZFWQUAKGDAV-KQYNXXCUSA-N 17202 HMDB00175 C00130 8582	12	IMP	C10H11N4O8P1
5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA	False	SMWLNBURDHTIJO-GJQNRNMWSA-N	2
keratan sulfate I, degradation product 39	False		0
alpha-D-Ribose 5-phosphate	True	KTVPXOYAKDPRHY-AIHAYLRMSA-N 18189 HMDB00618 C03736 440101	7	CPD-15318	C5H9O8P1
dimannosyl-glucosaminyl-acylphosphatidylinositol (H3)	False		3
myristoyl carnitine	False	PSHXNVGSVNEJBD-LJQANCHMSA-N HMDB05066 53477791	1
keratan sulfate I, degradation product 23	False		1
keratan sulfate I biosynthesis, precursor 30	False		0
keratan sulfate I, degradation product 24	False		1
pectin-deoxycholic acid complex	False		1
psyllium-taurocholic acid complex	False		1
keratan sulfate I, degradation product 37	False		0
N(1)-acetylsperminium(3+)	True	GUNURVWAJRRUAV-UHFFFAOYSA-N 17312 HMDB01186 C02567 916	3	N1-ACETYLSPERMINE	C12H31N4O1
Sulfite	True	LSNNMFCWUKXFEE-UHFFFAOYSA-N 48854 HMDB00240 C00094 1100	9	H2SO3	O3S1
(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate	True	WPLPEZUSILBTGP-JLAWEPINSA-N 57448 46878369	1	5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY  ;  ALPROSTADIL  ;  CPD-2046	C20H33O5
20-COOH-leukotriene E4	False	HVLRBLGTGJGVCX-HSALFYBXSA-N HMDB12634 53481508	2
acetoacetate	True	WDJHALXBUFZDSR-UHFFFAOYSA-N 15344 HMDB00060 C00164 96 LMFA01060003	7	3-KETOBUTYRATE	C4H5O3
leukotriene B5	True	BISQPGCQOHLHQK-OALUTQOASA-N HMDB05073 5283125 LMFA03020010	2	CPD66-58  ;  CPD-5001	C20H29O4
Phosphatidyl-N-dimethylethanolamine	False	52332	2
Prostaglandin J2	True	UQOQENZZLBSFKO-OKZBNKHCSA-N 27485 HMDB02710 C05957 5280884 LMFA03010019	4	CPD66-58  ;  CPD-5001	C20H29O4
N,N-dimethylindoliumolate	False	AVORYUIJMLOMPW-UHFFFAOYSA-N	1
prostaglandin-f1alpha	False	DZUXGQBLFALXCR-BRIYLRKRSA-N 28852 105061	0
12-hydroxyeicosatetraenoate	True	ZNHVWPKMFKADKW-UHFFFAOYSA-N HMDB06111 5312983 LMFA03060063	2	CPD66-52  ;  CPD66-55	C20H31O3
18R-HEPE	True	LRWYBGFSVUBWMO-IBGZPJMESA-N HMDB12611 C18177 16061126 LMFA03070025	1	CPD1F-136  ;  15-OXO-5811-CIS-13-TRANS-ICOSATETRAENO  ;  CPD-8892	C20H29O3
4-methoxy-17beta-estradiol	True	BCWZIZLVBYHFES-MFJBRZSQSA-N 28955 HMDB12782 C05302 29983092 LMST02010035	1	CPD66-26  ;  TESTOLOLACTONE  ;  19-OXO-TESTOSTERONE  ;  CPD-14649  ;  2-METHOXY-ESTRADIOL-17B	C19H26O3
Xanthine	True	LRFVTYWOQMYALW-UHFFFAOYSA-N 17712 HMDB00292 C00385 1188	9	XANTHINE	C5H4N4O2
3-oxoeicosa-cis,cis-11,14-dienoyl-CoA	False	PUWDUOCPCWFEFG-XTSUOFIPSA-N	2
(2S)-4-carbamoyl-2-(2-phenylacetamido)butanoate	True	JFLIEFSWGNOPJJ-JTQLQIEISA-N 17884 HMDB06344 C04148 92258	1	CPD-1097	C13H16N2O4
2-hydroxy-3-methoxy-17beta-estradiol	True	MMKYSUOJWFKECQ-QYPSXNMPSA-N	1	CPD66-26  ;  TESTOLOLACTONE  ;  19-OXO-TESTOSTERONE  ;  CPD-14649  ;  2-METHOXY-ESTRADIOL-17B	C19H26O3
1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)	False	17815	1
(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	True	PELZSPZCXGTUMR-RTPHHQFDSA-N 17816 HMDB00968 C01220	5	INOSITOL-1-4-BISPHOSPHATE	C6H10O12P2
de-Fuc form of PA6	False		3
3-oxo-docosa-10,13,16,19-all-cis-tetraenoyl-CoA	False	MUBUSEARPWRSQN-IKNWWIGSSA-N	2
undecanoylcoa	False	IZWCGXGZGYKDHR-WMMBNDHFSA-N HMDB13114 53481608	2
5-Methylthio-5-deoxy-D-ribose 1-phosphate	True	JTFITTQBRJDSTL-WATOWXBHSA-N 27859 HMDB00963 C04188 53477720	2	CPD-444	C6H11O7P1S1
(24S)-7alpha,24-dihydroxycholesterol	True	ZNCHPOYZMVVJCK-LIZWOPGQSA-N 37640 C15518 11954196 LMST04030168	1	CPD-10481	C27H46O3
trans,cis-octadeca-2,9-dienoyl-CoA	False		2
3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA	True	VYZWWTGHKBYTPF-UPRGOYRGSA-N	4	CPD-10557	C45H70N7O18P3S1
starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})	False		1
dehydroascorbide(1-)	True	SBJKKFFYIZUCET-UHFFFAOYSA-N 17242 HMDB01264 C00425 5780	21	SORBITOL	C6H6O6
adipoylcoa	True	SPNAEHGLBRRCGL-BIEWRJSYSA-N 34528 HMDB04047 C14143 9543333	6	CIS-34-DEHYDROADIPYL-COA	C27H39N7O19P3S1
5,6-dihydrouracil	True	OIVLITBTBDPEFK-UHFFFAOYSA-N 15901 HMDB00076 C00429 649	3	DI-H-URACIL	C4H6N2O2
GT1a	False	27691	0
mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A))	False		2
Formyl-N-acetyl-5-methoxykynurenamine	True	JYWNYMJKURVPFH-UHFFFAOYSA-N HMDB04259 C05642 171161	3	CPD-12022	C13H16N2O4
alpha-D-Glucosyl-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog	False		1
alpha-tocopheryl quinone	True	LTVDFSLWFKLJDQ-SIPOYVIUSA-N 24205	2	CPD-11960	C29H50O3
octanoate radical	True	SZEXAAJOCGUGDC-UHFFFAOYSA-N	1	CPD-195	C8H15O2
malonic dialdehyde	True	WSMYVTOQOOLQHP-UHFFFAOYSA-N 566274 HMDB06112 C19440 10964	1	ACRYLATE  ;  CPD-10807	C3H3O2
(R)-3-Hydroxybutanoyl-ACP	False	C04618	1
mannosyl-3-(phosphoethanolaminyl-mannosyl)-glucosaminyl-acylphosphatidylinositol (M4A)	False		0
phosphatidylinositol 4,5-bisphosphate	True	28910	15	CPD-14699	C9H14O15P3F1U1L1L1R1C1O2F1U1L1L1R2C1O2
glucosaminyl-acylphosphatidylinositol	False		2
alpha GalNAc globoside	False		2
all-trans-retinal	True	NCYCYZXNIZJOKI-UHFFFAOYSA-N 17898 HMDB01358 C00376 638015 LMPR01090002	6	RETINAL	C20H28O1
(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	False		2
Androst-5-ene-3beta,17beta-diol	True	QADHLRWLCPCEKT-LOVVWNRFSA-N 2710 HMDB03818 C04295 10634 LMST02020005	1	CPD-8926	C19H30O2
GM4-pool	False		0
chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	False		0
5-Hydroxyindoleacetate	True	DUUGKQCEGZLZNO-UHFFFAOYSA-N 27823 HMDB00763 C05635	4	5-HYDROXYINDOLE_ACETATE	C10H8N1O3
2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	True	PMCOGCVKOAOZQM-XVFCMESISA-N 58478 HMDB00999 C04640	2	5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	C8H15N3O8P1
trans-3-decenoyl-CoA	True	CQGVNMQHZQJNII-KIRVJFPLSA-N 29126 HMDB02137 16019966	2	CPD-14925  ;  CPD-12896  ;  T2-DECENOYL-COA	C31H48N7O17P3S1
Activated_methyl_group	False	C10905	0
Ornithine	True	AHLPHDHHMVZTML-BYPYZUCNSA-N 15729 HMDB00214 C00077 6262 LMFA01100057	7	L-ORNITHINE	C5H13N2O2
L-4-hydroxyglutamic semialdehyde	True	XCXUZPXOFFRGGP-DMTCNVIQSA-N 27809 HMDB06556 C05938	2	L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE	C5H9N1O4
UDPglucose	True	HSCJRCZFDFQWRP-RDKQLNKOSA-N 52249 HMDB00286 C00029 53477679	12	CPD-12575	C15H22N2O17P2
chenodeoxycholoyl coenzyme a	True	IIWDDMINEZBCTG-RUAADODMSA-N 28701 HMDB06292 C05337 11953854	7	CPD-10556  ;  DEOXYCHOLYL-COA	C45H70N7O19P3S1
GlcA-(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)	False		2
3-hydroxy-tetradecanoyl carnitine	False		1
4-Methylzymosterol intermediate 1	True	MYWAIWDQTCHPTH-IUGQOUSLSA-N HMDB06927 C15808	2	CPD-4577	C29H46O3
3-Oxooctanoyl-CoA	True	WPIVBCGRGVNDDT-CECATXLMSA-N 28264 HMDB03941 C05267 11966162	2	CPD0-2106	C29H44N7O18P3S1
2-methylcitrate(3-)	True	YNOXCRMFGMSKIJ-UHFFFAOYSA-N 30835 HMDB00379	1	CPD-618  ;  CPD-150  ;  HOMO-CIT  ;  HOMO-I-CIT  ;  CPD-622	C7H7O7
4-trimethylammoniobutanal	True	OITBLCDWXSXNCN-UHFFFAOYSA-N 18020 HMDB01345 C01149 133	3	4-TRIMETHYLAMMONIOBUTANAL	C7H16N1O1
N-arachidonoylglycinate	False	YLEARPUNMCCKMP-UHFFFAOYSA-N 59002 4345	1
trans-dec-2-enoyl-CoA(4-)	True	MGNBGCRQQFMNBM-HSJNEKGZSA-N 61406	1	T2-DECENOYL-COA	C31H48N7O17P3S1
Urea	True	XSQUKJJJFZCRTK-UHFFFAOYSA-N 16199 HMDB00294 C00086 1176	4	UREA	C1H4N2O1
GT2	False		2
crotonoyl-CoA(4-)	True	KFWWCMJSYSSPSK-CITAKDKDSA-N 57332 HMDB02009 C00877 5280381	6	CROTONYL-COA	C25H36N7O17P3S1
R total 3 position	False		4
cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA	True	MPYXOYHSKAAPLW-ZPZYAKGGSA-N HMDB06540 C11946 11953968	2	CPD-1827  ;  T2-C4-DECADIENYL-COA	C31H46N7O17P3S1
hydrosulfide	True	RWSOTUBLDIXVET-UHFFFAOYSA-N 16136 HMDB03276 C00283 402	3	HS	H1S1
N6,N6,N6-Trimethyl-L-lysine	True	MXNRLFUSFKVQSK-QMMMGPOBSA-O 17311 HMDB01325 C03793 440120	2	N6N6N6-TRIMETHYL-L-LYSINE	C9H20N2O2
Guanine	True	UYTPUPDQBNUYGX-UHFFFAOYSA-N 16235 HMDB00132 C00242 764	4	GUANINE	C5H5N5O1
heparan sulfate, degradation product 13	False		0
Lipoxin A4	True	IXAQOQZEOGMIQS-OTWHNJEPSA-N 6498 HMDB04385 C06314 5280914 LMFA03040001	1	CPD66-51	C20H31O5
5-S-glutathionyl-dopamine	False	YTAAHCYRCMYQCJ-MNOVXSKESA-N	1
(S)-3-Hydroxyhexadecanoyl-CoA	True	DEHLMTDDPWDRDR-BCIKBWLNSA-N 27402 HMDB03932 C05258 11966179	3	CPD0-2232	C37H62N7O18P3S1
Methylcobalamin	True	UPAJMOGMOIFZMY-WZHZPDAFSA-L 28115 HMDB02274 C06453	1	CPD-9037	C63CO1H91N13O14P1
taurolithocholate	True	QBYUNVOYXHFVKC-GBURMNQMSA-N 36259 HMDB00722 C02592 439763 LMST05040003	0	TAUROLITHOCHOLATE	C26H44N1O5S1
4-Methylzymosterol intermediate 2	True	DBPZYKHQDWKORQ-JQDPPCHWSA-N 505093 HMDB06838 C15816	2	CPD-4578	C28H44O1
heparan sulfate, free chain	False	28815	1
Coenzyme A	True	RGJOEKWQDUBAIZ-IBOSZNHHSA-N 15346 HMDB01423 C00010 6816	422	CO-A	C21H32N7O16P3S1
N-acetyl-D-mannosamine 6-phosphate(2-)	True	QDSLHWJDSQGPEE-UHFFFAOYSA-N 62165 HMDB01121 C04257 21918217	1	N-ACETYL-D-MANNOSAMINE-6P	C8H14N1O9P1
L-cysteinylglycine	True	ZUKPVRWZDMRIEO-VKHMYHEASA-N 4047 HMDB00078 C01419 439498	5	CYS-GLY	C5H10N2O3S1
cis-beta-D-Glucosyl-2-hydroxycinnamate	True	GVRIYIMNJGULCZ-TVKJYDDYSA-N 62251 C05839 5316113	1	CPD-7417	C15H18O8
etha[c]	True	HZAXFHJVJLSVMW-UHFFFAOYSA-N 16000 HMDB00149 C00189 700	4	ETHANOL-AMINE	C2H8N1O1
allopregnanolone	True	AURFZBICLPNKBZ-SYBPFIFISA-N 50169 HMDB01449 C13712 92786 LMST02030156	2	CPD-15552  ;  CPD-5961  ;  3-BETA-HYDROXY-5-ALPHA-PREGNANE-20-ONE	C21H34O2
bilirubin(2-)	True	BPYKTIZUTYGOLE-UHFFFAOYSA-N 16990 HMDB00054 C00486	1	BILIRUBIN	C33H34N4O6
all-cis-12,15,18,21-tetracosatetraenoyl-CoA	False	LLJDAYKOCIXVML-XMLSFASZSA-N	1
R group 4 Coenzyme A	False		1
chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4	False		2
Mesaconyl-CoA	True	LVBVWNJPMXCQJE-CITAKDKDSA-N 27969 C06028 5280895	4	CPD-9408	C26H35N7O19P3S1
prostaglandin E1(1-)	True	GMVPRGQOIOIIMI-DODZYUBVSA-N 15544 HMDB01442 C04741 5280723 LMFA03010134	2	ALPROSTADIL	C20H33O5
5alpha-Dihydrotestosterone glucuronide	False	CLQMBSSRTBUNDV-CPKOJWPQSA-N HMDB06203 C03033 44263365 LMST05010041	1
4(R)-hydroxy-dodec-6Z-enoate	True	CEFZHZYOVDYOOX-LLVKDONJSA-N	1	3-OXODODECANOATE	C12H21O3
glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})	False		3
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	True	XFVULMDJZXYMSG-ZIYNGMLESA-N 28413 HMDB06273 C04751 165388	2	PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	C9H11N3O9P1
corticosterone	True	OMFXVFTZEKFJBZ-HJTSIMOOSA-N 16827 HMDB01547 C02140 LMST02030186	0	CORTICOSTERONE	C21H30O4
Phosphoenolpyruvate	True	DTBNBXWJWCWCIK-UHFFFAOYSA-N 44897 HMDB00263 C00074 1005	9	PHOSPHO-ENOL-PYRUVATE	C3H2O6P1
calcitriol	True	GMRQFYUYWCNGIN-ZVUFCXRFSA-N 17823 HMDB01903 C01673 5280453 LMST03020258	3	CALCITRIOL	C27H44O3
cis,cis,cis-10,13,16-docosatrienoyl-CoA	False	NRFSUEZXHDEQRO-IKNWWIGSSA-N	1
chondroitin sulfate C (GalNAc6S-GlcA), degradation product 3	False		0
C20:4 carnitine	False		1
3-Hydroxykynurenamine	False	ODOPEICAGBYCFH-UHFFFAOYSA-N C05636 440736	2
4,8,12-trimethyltridecanoyl-CoA(4-)	True	ZYUOZFCHODHLHG-LEJRVOBCSA-N 15495 11966114	1	PALMITYL-COA  ;  4812-TRIMETHYLTRIDECANOYL-COA	C37H62N7O17P3S1
leukoaminochrome	True	VGSVNUGKHOVSPK-UHFFFAOYSA-N HMDB12992 C17756 147311	1	CPD-7669  ;  CPD-1041  ;  CPD-2205  ;  CPD-10523  ;  R-MANDELAMIDE  ;  CPD0-1408  ;  D-PHENYLGLYCINE	C8H9N1O2
3-disulfanyl-L-alanine	True	XBKONSCREBSMCS-REOHCLBHSA-N 28839 HMDB03585 C01962 165331	1	THIOCYSTEINE	C3H7N1O2S2
13-hydroxy-D4-neuroprostane	True	BAWOSSADQOARSN-UHFFFAOYSA-N	1	CPD66-62  ;  CPD66-59  ;  CPD66-64  ;  CPD66-61  ;  CPD66-65  ;  CPD66-63	C22H31O5
L-methionine	True	FFEARJCKVFRZRR-BYPYZUCNSA-N 16643 HMDB00696 C00073 6137	27	MET	C5H11N1O2S1
N-(omega)-Hydroxyarginine	True	FQWRAVYMZULPNK-UHFFFAOYSA-N 7101 HMDB04224 C05933 440849	3	CPD-13518	C6H15N4O3
dihomo-gamma-linolenyl coenzyme A	True	FJWJALRUNNZIBB-IBYUJNRCSA-N 27979 C03595 5280609	5	CPD-12648  ;  CPD-12647	C41H64N7O17P3S1
margarate	True	KEMQGTRYUADPNZ-UHFFFAOYSA-N 32365 HMDB02259 10465 LMFA01010017	0	CPD-7830	C17H33O2
quinoline-4,8-diol	True	PYELIMVFIITPER-UHFFFAOYSA-N 28883 C05637 440737	1	QUINOLIN-28-DIOL  ;  CPD-15134  ;  QUINOLIN-34-DIOL  ;  CPD-12840  ;  CPD-15130  ;  CPD-15132	C9H7N1O2
3(R)-hydroxy-(4R,8R,12R)-trimethyl-tridecanoyl-CoA	True	QPPLWJJYCYBSDD-KLQBQZKPSA-N	2	CPD0-2232  ;  CPD-14920	C37H62N7O18P3S1
Maltotetraose	True	LUEWUZLMQUOBSB-AYQJAVFRSA-N 28460 HMDB01296 C02052 439639	2	MALTOTETRAOSE	C24H42O21
Octadecynoyl-ACP (n-C18:2ACP)	False		1
2,4,7,10,13,16-docosahexenoylcoa	False		4
(2S,6R,10R)-trimethyl-2E-hendecenoyl-CoA	True	IBMCVYHEOHFMLP-DEGWVGLMSA-N HMDB12470 53481417	2	CPD-14730  ;  Z-11-TETRADECENOYL-COA  ;  CPD-15568  ;  E-11-TETRADECENOYL-COA	C35H56N7O17P3S1
keratan sulfate I, degradation product 17	False		0
anhydroretinol	True	FWNRILWHNGFAIN-UHFFFAOYSA-N 793340 5287678	1	CPD-11536	C20H28
estrone 3-glucosiduronic acid	False	FJAZVHYPASAQKM-JBAURARKSA-N HMDB04483 C11133 115255 LMST05010011	0
hexaglutamyl folate (DHF)	False	FWAQAOUHULVCBP-HCVVFSGQSA-N HMDB06563 169691	8
7,10,13-hexadecatrienoylcoa	True		2	CPD-10255	C37H56N7O17P3S1
Nicotinate	True	PVNIIMVLHYAWGP-UHFFFAOYSA-N 15940 HMDB01488 C00253 938	2	NIACINE	C6H4N1O2
trans-2-all-cis-6,9,12,15,18,21-tetracosaheptaenoyl-CoA	False	NVOWZIBKQIWTDG-XMLSFASZSA-N HMDB06260 C16374 53477810	2
cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	False		0
R group 5 Coenzyme A	False		0
N-acetyl-S-[2-carboxy-1-(1 H-imidazol-4-yl)ethyl]-L-cysteine	False	ODJTWSKDMRCRTN-VEDVMXKPSA-N	2
Decanoyl-CoA (n-C10:0CoA)	True	CNKJPHSEFDPYDB-BOJFXZHGSA-N 61430 HMDB06404 C05274 440615	13	CPD-10267	C31H50N7O17P3S1
2-methylbutanoyl-CoA(4-)	True	LYNVNYDEQMMNMZ-XGXNYEOVSA-N 15477 HMDB01041 C01033	5	2-METHYL-BUTYRYL-COA	C26H40N7O17P3S1
4-methyl-trans-2-pentenoyl-CoA	True	GJLUGLKKLPHWPU-UTQFGUDVSA-N	2	CPD-14727  ;  CPD0-2121	C27H40N7O17P3S1
4,17 dihydroxy estradiol	True	QOZFCKXEVSGWGS-JNYWYMJGSA-N 62845 HMDB05896 C14209 44348689 LMST02010028	1	CPD-13653  ;  ESTRIOL  ;  CPD-1077  ;  2-HYDROXY-ESTRADIOL	C18H24O3
L-tryptophan	True	QIVBCDIJIAJPQS-VIFPVBQESA-N 16828 HMDB00929 C00078 6305	24	TRP	C11H12N2O2
Cholesterol-ester-gla	False		0
13-cis-retinol	True	FPIPGXGPPPQFEQ-UHFFFAOYSA-N 45479 HMDB06221 C19962 9904001 LMPR01090011	2	CPD-13550	C20H30O1
naphthalene	True	UFWIBTONFRDIAS-UHFFFAOYSA-N 16482 C00829 931	1	NAPHTHALENE	C10H8
(-)-trans-carveol	True	BAVONGHXFVOKBV-ZJUUUORDSA-N 15389 HMDB03450 C00964 LMPR0102090005	0	CPD-10051	C10H16O1
5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol	False	NHPWQASMMFUHIZ-JCMAMESISA-N HMDB02208 6453659	2
Pyridoxal 5'-phosphate	True	NGVDGCNFYWLIFO-UHFFFAOYSA-N 18405 HMDB01491 C00018 1051	5	PYRIDOXAL_PHOSPHATE	C8H8N1O6P1
3(S),8(S)-dihydroxy-6E,10Z-hexadecadienoate	False	XUYMRSHCNSDJAN-CABCVRRESA-N	2
cortisone	True	MFYSYFVPBJMHGN-ZPOLXVRWSA-N 16962 HMDB02802 C00762 222786 LMST02030090	2	CORTISONE	C21H28O5
testosterone 3-glucosiduronic acid	False	NIKZPECGCSUSBV-HMAFJQTKSA-N 28835 HMDB03193 C11134 108192 LMST05010012	0
docosenoic acid (C22:1)	True	DPUOLQHDNGRHBS-KTKRTIGZSA-N 28792 HMDB02068 C08316 5281116 LMFA01030089	1	CPD-14292	C22H41O2
trans,cis-myristo-2,7-dienoyl-CoA	True	MWKSUVQQMPJTPP-CSQGFUHOSA-N	2	CPD0-1162  ;  CPD0-1158	C35H54N7O17P3S1
glycogen, structure 3 (glycogenin-7[1,4-Glc])	False		4
2-hydroxy-17beta-estradiol-1-S-glutathione	False	RJWRZPLAJHOFTD-JDLFSZKWSA-N	1
O-phosphonatoethanaminium(1-)	True	SUHOOTKUPISOBE-UHFFFAOYSA-N 17553 HMDB00224 C00346 1015	9	PHOSPHORYL-ETHANOLAMINE	C2H7N1O4P1
trans,trans,cis-geranyl-geranyl-PP	True	OINNEUNVOZHBOX-UHFFFAOYSA-N 735	1	GERANYLGERANYL-PP  ;  CPD-15177  ;  CPD-8719  ;  CPD-4750  ;  ENT-COPALYL-DIPHOSPHATE  ;  CPD-10113  ;  CPD-11977  ;  CPD0-1028  ;  CPD-10116	C20H33O7P2
keratan sulfate I, degradation product 19	False		0
1-phosphatidyl-1D-myo-inositol(1-)	False	57880	19
nisinate	True	YHGJECVSSKXFCJ-UHFFFAOYSA-N HMDB13025 53481586	1	CPD-13854	C24H35O2
2,6,9,12-octadecatetraenoylcoa	False		4
10-formyltetrahydrofolate-[Glu](6)	False	SFFBEUFYOPMKMV-CWMPVMSNSA-N	6
12,20-dioxo-leukotriene B4	True	CPTWPKCLDUXOKW-LJQANCHMSA-N	1	CPD-7108	C20H27O5
leukotriene C5	False	OSBTVMNXIHRFGN-WSOYEBOPSA-N HMDB12993 53481570	2
disialyl-T antigen	False		0
2-methylglutaconic acid	True	JKGHDBJDBRBRNA-UHFFFAOYSA-N HMDB02266 193896 LMFA01170079	1	1235-TETRAHYDROXYBENZENE  ;  2-CH2-GLUTARATE  ;  DIMETHYLMAL-CPD  ;  2CH2-3CH3-SUCC	C6H6O4
isoputreanine	True	JUBNBYBUFCFLHB-UHFFFAOYSA-N HMDB06009 171763	1	CPD-304  ;  CPD-573	C7H17N2O2
Hexadecenoate (n-C16:1)	True	SECPZKHBENQXJG-UHFFFAOYSA-N 28716 HMDB03229 C08362 445638 LMFA01030056	3	CPD-9245	C16H29O2
3-hydroxydodecanoylcarnitine	False		1
4-Imidazolone-5-propanoate	True	HEXMLHKQVUFYME-UHFFFAOYSA-N 27384 HMDB01014 C03680 128	2	4-IMIDAZOLONE-5-PROPIONATE	C6H7N2O3
4,8,12-trimethyl tridecanoylcoa	True		2	PALMITYL-COA  ;  4812-TRIMETHYLTRIDECANOYL-COA	C37H62N7O17P3S1
Deoxyuridine	True	MXHRCPNRJAMMIM-SHYZEUOFSA-N 16450 HMDB00012 C00526 13712	8	DEOXYURIDINE	C9H12N2O5
13'-hydroxy-alpha-tocotrienol	False	OQCXIVSCFNNFEE-UHFFFAOYSA-N HMDB12560 53481466	2
(-)-Salsolinol	False	IBRKLUSXDYATLG-UHFFFAOYSA-N 123715 HMDB05199 C09642 91588	4
3Z,7Z,10Z-hexadecatrienoyl-CoA	True	ZNIIDPYHPPJCFQ-YJTQDTQQSA-N	2	CPD-10255	C37H56N7O17P3S1
15(S)-HEPE	True	WLKCSMCLEKGITB-LJQANCHMSA-N HMDB10209 5283192 LMFA03070009	1	CPD1F-136  ;  15-OXO-5811-CIS-13-TRANS-ICOSATETRAENO  ;  CPD-8892	C20H29O3
psychosine(1+)	True	HHJTWTPUPVQKNA-ZTJQIGGLSA-N 16874 HMDB00648 C01747 22833541	2	PSYCHOSINE	C24H48N1O7
7alpha,27-dihydroxycholesterol	True	RXMHNAKZMGJANZ-DTTSCKGMSA-N 18431 HMDB06281 C06341 440985 LMST04030081	1	7-ALPHA27-DIHYDROXYCHOLESTEROL	C27H46O3
3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA	False	KIDYDCLNVXONEF-RERJGFAQSA-N	2
1 acyl phosphoglycerol	False		1
reverse-triiodthyronine	True	HZCBWYNLGPIQRK-UHFFFAOYSA-N 28774 22069	0	LIOTHYRONINE  ;  CPD-10813	C15H12I3N1O4
D-Glyceraldehyde	True	MNQZXJOMYWMBOU-VKHMYHEASA-N 17378 HMDB01051 C02154 79014	5	GLYCERALD	C3H6O3
2,7-decadienoylcoa	True		4	CPD-1827  ;  T2-C4-DECADIENYL-COA	C31H46N7O17P3S1
5-oxo-6E-12-epi-leukotriene B4	True	MLZJFLKEKVDNAZ-GOSISDBHSA-N	2	CPD66-58  ;  CPD-5001	C20H29O4
